geneCluster	pan_category	COG1	COG2	COG3	COG4
GC00006800	cloud	X			
GC00004940	shell	X			
GC00006801	cloud	X			
GC00004862	shell	S			
GC00004943	shell	X			
GC00004863	shell	S			
GC00002413	shell	E			
GC00004942	shell	X			
GC00004860	shell	X			
GC00004949	shell	X			
GC00000692	core	C			
GC00007759	cloud	X			
GC00007758	cloud	X			
GC00007209	cloud	X			
GC00004861	shell	S			
GC00007208	cloud	X			
GC00007207	cloud	X			
GC00004948	cloud	X			
GC00007754	cloud	V			
GC00007205	cloud	X			
GC00007204	cloud	S			
GC00007544	cloud	X			
GC00007203	cloud	M			
GC00007545	cloud	X			
GC00007202	cloud	S			
GC00007546	cloud	S			
GC00007547	cloud	X			
GC00007201	cloud	X			
GC00001621	shell	C			
GC00005273	shell	S			
GC00007540	cloud	X			
GC00007752	cloud	X			
GC00007093	cloud	X			
GC00006402	cloud	X			
GC00002412	shell	P			
GC00007042	cloud	X			
GC00002570	shell	X			
GC00004867	shell	L			
GC00005704	cloud	X			
GC00005497	shell	X			
GC00005330	shell	S			
GC00005568	cloud	X			
GC00005288	shell	X			
GC00005939	cloud	X			
GC00004865	shell	X			
GC00005569	cloud	X			
GC00000862	core	G			
GC00005560	cloud	G			
GC00005937	cloud	X			
GC00005561	cloud	M			
GC00005936	cloud	X			
GC00004319	shell	X			
GC00005562	cloud	X			
GC00005935	cloud	X			
GC00001294	core	P			
GC00005934	cloud	X			
GC00005563	cloud	X			
GC00002025	shell	X			
GC00004718	shell	X			
GC00005933	cloud	X			
GC00004830	shell	X			
GC00005564	cloud	X			
GC00005932	cloud	A			
GC00005565	cloud	X			
GC00005566	cloud	X			
GC00005567	cloud	X			
GC00004719	shell	X			
GC00005283	shell	X			
GC00005930	cloud	X			
GC00005333	shell	C			
GC00004500	shell	T			
GC00004868	shell	S			
GC00005065	shell	X			
GC00001091	core	F			
GC00003347	shell	M			
GC00004888	shell	X			
GC00006400	cloud	X			
GC00004968	shell	X			
GC00006401	cloud	X			
GC00004869	shell	X			
GC00006158	cloud	S			
GC00002345	shell	O			
GC00004889	shell	X			
GC00003344	shell	S			
GC00004967	shell	X			
GC00003720	shell	M			
GC00004738	shell	X			
GC00004966	shell	L			
GC00002026	shell	X			
GC00003345	shell	X			
GC00000860	core	L			
GC00004739	shell	X			
GC00002344	shell	S			
GC00004965	shell	X			
GC00003342	shell	X			
GC00004736	shell	X			
GC00004964	shell	X			
GC00001620	shell	P			
GC00001203	core	J			
GC00003722	shell	X			
GC00004737	shell	X			
GC00003343	shell	S			
GC00004963	shell	X			
GC00005277	shell	S			
GC00003723	shell	X			
GC00004962	shell	X			
GC00003340	shell	L			
GC00003724	shell	X			
GC00004961	shell	S			
GC00004883	shell	X			
GC00004960	shell	X			
GC00004732	shell	X			
GC00001218	core	I			
GC00005332	shell	S			
GC00004733	shell	O			
GC00001092	core	G			
GC00001608	shell	S			
GC00004730	shell	X			
GC00000861	core	S			
GC00001219	core	S			
GC00003726	shell	X			
GC00005719	cloud	X			
GC00002341	shell	S			
GC00004731	shell	S			
GC00005718	cloud	X			
GC00002020	shell	U	W		
GC00003727	shell	X			
GC00003708	shell	X			
GC00005241	shell	X			
GC00003728	shell	X			
GC00003709	shell	X			
GC00005240	shell	X			
GC00002010	shell	S			
GC00002340	shell	S			
GC00003729	shell	X			
GC00002699	shell	P			
GC00005243	shell	X			
GC00003706	shell	S			
GC00002115	shell	S			
GC00005242	shell	X			
GC00003707	shell	X			
GC00005713	cloud	X			
GC00005712	cloud	X			
GC00002698	shell	X			
GC00003704	shell	X			
GC00003705	shell	S			
GC00000697	core	F			
GC00006404	cloud	G			
GC00001093	core	J			
GC00006672	cloud	X			
GC00003702	shell	X			
GC00007481	cloud	X			
GC00007480	cloud	X			
GC00007483	cloud	S			
GC00001982	shell	S			
GC00003703	shell	X			
GC00007482	cloud	X			
GC00007485	cloud	X			
GC00007484	cloud	X			
GC00007487	cloud	X			
GC00003700	shell	X			
GC00007486	cloud	X			
GC00007489	cloud	X			
GC00007488	cloud	X			
GC00006756	cloud	X			
GC00006757	cloud	X			
GC00003701	shell	X			
GC00004229	shell	X			
GC00006754	cloud	X			
GC00001204	core	H			
GC00006755	cloud	X			
GC00000757	core	J			
GC00007045	cloud	X			
GC00005402	shell	X			
GC00006752	cloud	X			
GC00006753	cloud	X			
GC00006750	cloud	X			
GC00006751	cloud	S			
GC00004224	shell	L			
GC00006758	cloud	X			
GC00006759	cloud	X			
GC00002690	shell	X			
GC00004571	shell	X			
GC00004225	shell	L			
GC00000941	core	F			
GC00004226	shell	L			
GC00001980	shell	X			
GC00002012	shell	L			
GC00000516	core	O	T		
GC00004227	shell	L			
GC00005400	shell	X			
GC00006879	cloud	X			
GC00006878	cloud	X			
GC00006873	cloud	X			
GC00005428	shell	X			
GC00006872	cloud	X			
GC00006871	cloud	S			
GC00001237	core	J			
GC00006870	cloud	X			
GC00002015	shell	X			
GC00006877	cloud	X			
GC00002117	shell	M			
GC00006876	cloud	X			
GC00006875	cloud	X			
GC00006874	cloud	X			
GC00005308	shell	X			
GC00001558	softcore	P			
GC00006154	cloud	X			
GC00005309	shell	X			
GC00000678	core	L			
GC00006155	cloud	X			
GC00002696	shell	F			
GC00006156	cloud	X			
GC00004222	shell	X			
GC00002014	shell	S			
GC00005406	shell	X			
GC00005304	shell	O			
GC00004314	shell	X			
GC00004371	shell	X			
GC00004223	shell	X			
GC00006150	cloud	X			
GC00006151	cloud	X			
GC00006152	cloud	X			
GC00006153	cloud	X			
GC00004315	shell	X			
GC00005305	shell	X			
GC00003921	shell	S			
GC00005246	shell	X			
GC00005306	shell	J			
GC00004316	shell	X			
GC00000940	core	X			
GC00004549	shell	X			
GC00005307	shell	X			
GC00004317	shell	X			
GC00002110	shell	P			
GC00005300	shell	X			
GC00004310	shell	X			
GC00002694	shell	E			
GC00002017	shell	X			
GC00005301	cloud	X			
GC00005423	shell	S			
GC00004311	shell	X			
GC00004312	shell	X			
GC00005422	shell	Q			
GC00005302	cloud	L			
GC00002854	shell	L			
GC00006279	cloud	X			
GC00004313	shell	X			
GC00005876	cloud	X			
GC00006278	cloud	U			
GC00006275	cloud	L			
GC00006274	cloud	X			
GC00006277	cloud	S			
GC00006276	cloud	L			
GC00006271	cloud	X			
GC00006270	cloud	X			
GC00003892	shell	K			
GC00006273	cloud	X			
GC00006272	cloud	E			
GC00002151	shell	P			
GC00002111	shell	L			
GC00004548	shell	X			
GC00000943	core	O			
GC00003890	shell	X			
GC00002112	shell	S			
GC00001619	shell	S			
GC00001082	core	S			
GC00003896	shell	K			
GC00003897	shell	X			
GC00005409	shell	X			
GC00002152	shell	P			
GC00000942	core	H			
GC00000295	shell	S			
GC00005408	shell	X			
GC00003895	shell	X			
GC00004141	shell	X			
GC00005706	cloud	X			
GC00001756	shell	J			
GC00002113	shell	S			
GC00006949	cloud	X			
GC00006948	cloud	X			
GC00006943	cloud	X			
GC00003898	shell	X			
GC00003169	shell	X			
GC00003856	shell	S			
GC00003899	shell	M			
GC00001965	shell	C			
GC00003857	shell	S			
GC00003162	shell	S			
GC00003098	shell	X			
GC00003163	shell	X			
GC00003099	shell	X			
GC00002930	shell	S			
GC00003092	shell	X			
GC00003160	shell	X			
GC00003852	shell	X			
GC00001081	core	I			
GC00003161	shell	X			
GC00003853	shell	X			
GC00003090	shell	S			
GC00002936	shell	S			
GC00001159	core	K			
GC00003167	shell	P			
GC00003851	shell	S			
GC00003164	shell	X			
GC00003588	shell	S			
GC00003096	shell	E			
GC00001967	shell	E			
GC00000897	core	I			
GC00006864	cloud	X			
GC00006865	cloud	X			
GC00006866	cloud	X			
GC00006867	cloud	X			
GC00003165	shell	X			
GC00006860	cloud	X			
GC00001080	core	O			
GC00006861	cloud	X			
GC00005711	cloud	X			
GC00006862	cloud	X			
GC00006863	cloud	X			
GC00006868	cloud	X			
GC00006869	cloud	X			
GC00005931	cloud	X			
GC00005362	shell	X			
GC00003858	shell	S			
GC00003094	shell	X			
GC00002427	shell	S			
GC00003859	shell	X			
GC00005707	cloud	X			
GC00001087	core	O			
GC00000424	core	L			
GC00002156	shell	S			
GC00002428	shell	X			
GC00001842	shell	E			
GC00002938	shell	M			
GC00001754	shell	X			
GC00004080	shell	K			
GC00002939	shell	X			
GC00004081	shell	X			
GC00003325	shell	X			
GC00001614	shell	X			
GC00004083	shell	X			
GC00003326	shell	X			
GC00004084	shell	C			
GC00004085	shell	S			
GC00004086	shell	X			
GC00000518	core	U			
GC00003320	shell	S			
GC00005127	shell	X			
GC00004087	shell	L			
GC00000947	core	E			
GC00001086	core	O			
GC00003321	shell	M			
GC00004088	shell	V			
GC00000445	core	L			
GC00001668	shell	C			
GC00004089	shell	X			
GC00003322	shell	S			
GC00005129	shell	X			
GC00004846	shell	X			
GC00006318	cloud	S			
GC00006319	cloud	S			
GC00000446	core	X			
GC00006316	cloud	S			
GC00006317	cloud	X			
GC00006314	cloud	X			
GC00001663	shell	X			
GC00006315	cloud	S			
GC00003839	shell	X			
GC00006312	cloud	X			
GC00001155	core	O			
GC00006313	cloud	S			
GC00006310	cloud	S			
GC00006311	cloud	X			
GC00003834	shell	X			
GC00004544	shell	X			
GC00004897	shell	X			
GC00007409	cloud	X			
GC00007408	cloud	X			
GC00007959	cloud	X			
GC00007958	cloud	X			
GC00007957	cloud	X			
GC00000683	core	S			
GC00007956	cloud	G			
GC00007955	cloud	S			
GC00003836	shell	M			
GC00007954	cloud	X			
GC00007953	cloud	X			
GC00004301	shell	X			
GC00007952	cloud	X			
GC00007951	cloud	X			
GC00007950	cloud	X			
GC00001601	shell	G			
GC00004300	shell	X			
GC00001662	shell	L			
GC00004686	shell	S			
GC00002810	shell	X			
GC00004307	shell	X			
GC00001615	shell	U			
GC00004687	shell	S			
GC00001154	core	H			
GC00003831	shell	X			
GC00004306	shell	X			
GC00001084	core	S			
GC00002365	shell	X			
GC00000948	softcore	F			
GC00003832	shell	X			
GC00005363	shell	X			
GC00003833	shell	M			
GC00005492	shell	X			
GC00001600	shell	P			
GC00005493	shell	X			
GC00000588	core	C			
GC00005069	shell	X			
GC00002914	shell	X			
GC00003945	shell	S			
GC00002915	shell	X			
GC00003946	shell	M			
GC00002916	shell	X			
GC00003947	shell	X			
GC00002363	shell	S			
GC00001255	core	S			
GC00002917	shell	X			
GC00004896	shell	X			
GC00003940	shell	X			
GC00002910	shell	X			
GC00002911	shell	X			
GC00006941	cloud	X			
GC00006940	cloud	X			
GC00003941	shell	X			
GC00006947	cloud	X			
GC00006946	cloud	X			
GC00002912	shell	X			
GC00006945	cloud	X			
GC00002362	shell	X			
GC00003942	shell	X			
GC00002913	shell	X			
GC00001610	shell	J			
GC00001444	softcore	P			
GC00003943	shell	X			
GC00002918	shell	X			
GC00006675	cloud	K			
GC00001339	softcore	S			
GC00002919	shell	X			
GC00003948	shell	C			
GC00004365	shell	X			
GC00003949	shell	X			
GC00004364	shell	X			
GC00002360	shell	S			
GC00002819	shell	O			
GC00001088	core	S			
GC00007478	cloud	X			
GC00007479	cloud	X			
GC00007470	cloud	X			
GC00007471	cloud	X			
GC00007472	cloud	X			
GC00007473	cloud	X			
GC00004361	shell	X			
GC00004360	shell	S			
GC00007469	cloud	X			
GC00001157	softcore	L			
GC00007468	cloud	X			
GC00007467	cloud	X			
GC00007466	cloud	X			
GC00007465	cloud	X			
GC00002369	shell	S			
GC00007464	cloud	X			
GC00007463	cloud	X			
GC00007462	cloud	X			
GC00007461	cloud	X			
GC00007460	cloud	X			
GC00003294	shell	X			
GC00006544	cloud	X			
GC00006738	cloud	X			
GC00006739	cloud	X			
GC00006734	cloud	X			
GC00000685	core	E			
GC00006735	cloud	X			
GC00004551	shell	X			
GC00006736	cloud	X			
GC00006737	cloud	X			
GC00006730	cloud	X			
GC00006731	cloud	X			
GC00006732	cloud	X			
GC00006733	cloud	X			
GC00002368	shell	K	L	T	
GC00001074	core	C			
GC00004368	shell	X			
GC00004246	shell	X			
GC00004062	shell	L			
GC00006646	cloud	X			
GC00004071	shell	X			
GC00007885	cloud	X			
GC00007705	cloud	X			
GC00004070	shell	X			
GC00004247	shell	X			
GC00000888	core	L			
GC00007475	cloud	S			
GC00001758	shell	C			
GC00007476	cloud	S			
GC00007041	cloud	X			
GC00007477	cloud	X			
GC00004244	shell	X			
GC00006709	cloud	X			
GC00006708	cloud	X			
GC00006701	cloud	J			
GC00006700	cloud	X			
GC00006703	cloud	S			
GC00006702	cloud	S			
GC00004245	shell	X			
GC00006705	cloud	X			
GC00000831	core	F			
GC00006704	cloud	X			
GC00006707	cloud	X			
GC00000764	core	U			
GC00004242	shell	S			
GC00004880	shell	X			
GC00000668	core	J			
GC00004075	shell	X			
GC00005647	cloud	X			
GC00004243	shell	S			
GC00004881	shell	X			
GC00005945	cloud	X			
GC00001553	shell	X			
GC00006330	cloud	X			
GC00006331	cloud	X			
GC00006332	cloud	X			
GC00003355	shell	X			
GC00004240	shell	V			
GC00001896	shell	S			
GC00003295	shell	X			
GC00003354	shell	X			
GC00004241	shell	S			
GC00000830	core	D			
GC00004248	shell	X			
GC00000582	core	F			
GC00004249	shell	X			
GC00000896	core	C			
GC00003356	shell	S			
GC00005133	shell	X			
GC00006499	cloud	S			
GC00006498	cloud	X			
GC00003148	shell	X			
GC00005943	cloud	X			
GC00003351	shell	X			
GC00006491	cloud	X			
GC00000762	core	O			
GC00006490	cloud	L			
GC00006493	cloud	X			
GC00006492	cloud	X			
GC00006495	cloud	X			
GC00006494	cloud	X			
GC00006497	cloud	X			
GC00006496	cloud	X			
GC00005941	cloud	X			
GC00005946	cloud	X			
GC00005947	cloud	X			
GC00000585	core	X			
GC00003352	shell	X			
GC00000889	core	C			
GC00003149	shell	X			
GC00003359	shell	X			
GC00001552	shell	E			
GC00005988	cloud	X			
GC00004882	shell	X			
GC00005989	cloud	X			
GC00005986	cloud	X			
GC00003144	shell	P			
GC00005987	cloud	X			
GC00005984	cloud	X			
GC00004735	shell	X			
GC00005985	cloud	X			
GC00003358	shell	X			
GC00005982	cloud	X			
GC00005983	cloud	X			
GC00005980	cloud	X			
GC00003145	shell	X			
GC00005981	cloud	X			
GC00006334	cloud	X			
GC00004884	shell	X			
GC00004074	shell	X			
GC00006335	cloud	X			
GC00006105	cloud	X			
GC00006336	cloud	X			
GC00007632	cloud	X			
GC00007633	cloud	X			
GC00006337	cloud	X			
GC00003146	shell	X			
GC00007630	cloud	X			
GC00006338	cloud	X			
GC00004885	shell	X			
GC00005186	shell	X			
GC00007631	cloud	X			
GC00006339	cloud	X			
GC00000833	core	F			
GC00007188	cloud	X			
GC00007423	cloud	X			
GC00007189	cloud	X			
GC00007422	cloud	X			
GC00007634	cloud	X			
GC00003147	shell	X			
GC00007421	cloud	X			
GC00007635	cloud	X			
GC00004886	shell	X			
GC00005187	shell	X			
GC00007420	cloud	X			
GC00007184	cloud	X			
GC00007427	cloud	X			
GC00007185	cloud	X			
GC00007426	cloud	X			
GC00007186	cloud	X			
GC00007425	cloud	X			
GC00007187	cloud	X			
GC00007424	cloud	X			
GC00000611	core	S			
GC00005184	shell	X			
GC00007180	cloud	X			
GC00004887	shell	X			
GC00007429	cloud	M			
GC00007181	cloud	X			
GC00003296	shell	S			
GC00007428	cloud	X			
GC00007182	cloud	X			
GC00006842	cloud	X			
GC00007183	cloud	X			
GC00006843	cloud	X			
GC00006840	cloud	X			
GC00006841	cloud	X			
GC00006846	cloud	X			
GC00006847	cloud	X			
GC00005185	shell	X			
GC00006844	cloud	X			
GC00006845	cloud	X			
GC00004077	shell	X			
GC00006594	cloud	X			
GC00006104	cloud	X			
GC00001891	shell	P			
GC00004328	shell	X			
GC00006595	cloud	X			
GC00006327	cloud	X			
GC00006848	cloud	X			
GC00005182	shell	X			
GC00006326	cloud	X			
GC00006849	cloud	X			
GC00003141	shell	S			
GC00006325	cloud	S			
GC00006590	cloud	X			
GC00006324	cloud	X			
GC00006591	cloud	X			
GC00006323	cloud	X			
GC00006592	cloud	X			
GC00006322	cloud	X			
GC00006593	cloud	X			
GC00005183	shell	X			
GC00006321	cloud	X			
GC00006320	cloud	S			
GC00006329	cloud	K			
GC00006328	cloud	L			
GC00005180	shell	X			
GC00003143	shell	X			
GC00000748	core	E			
GC00005181	shell	X			
GC00000584	softcore	P			
GC00004076	shell	S			
GC00001665	shell	X			
GC00000573	core	O			
GC00001337	softcore	J			
GC00007456	cloud	S			
GC00007328	cloud	X			
GC00004126	shell	X			
GC00007457	cloud	X			
GC00007329	cloud	X			
GC00007898	cloud	X			
GC00007454	cloud	X			
GC00007899	cloud	X			
GC00007455	cloud	X			
GC00007320	cloud	X			
GC00005188	shell	X			
GC00007980	cloud	X			
GC00007897	cloud	X			
GC00007981	cloud	X			
GC00007322	cloud	X			
GC00007982	cloud	X			
GC00007323	cloud	X			
GC00007983	cloud	X			
GC00007892	cloud	X			
GC00007988	cloud	Q			
GC00007893	cloud	X			
GC00007989	cloud	X			
GC00007326	cloud	X			
GC00007458	cloud	X			
GC00007891	cloud	X			
GC00003635	shell	S			
GC00005189	shell	X			
GC00000610	core	T			
GC00007459	cloud	S			
GC00007269	cloud	X			
GC00006059	cloud	X			
GC00007268	cloud	X			
GC00006058	cloud	X			
GC00004859	cloud	S			
GC00000443	core	P			
GC00001664	shell	S			
GC00001072	core	C			
GC00007999	cloud	X			
GC00007998	cloud	X			
GC00007993	cloud	P			
GC00007992	cloud	L			
GC00007991	cloud	X			
GC00007990	cloud	S			
GC00007997	cloud	V			
GC00007996	cloud	X			
GC00007995	cloud	X			
GC00003565	shell	S			
GC00007994	cloud	X			
GC00002334	shell	S			
GC00006718	cloud	X			
GC00003611	shell	Q			
GC00006719	cloud	X			
GC00007261	cloud	X			
GC00007260	cloud	X			
GC00006712	cloud	X			
GC00003939	shell	X			
GC00007263	cloud	X			
GC00006713	cloud	X			
GC00007262	cloud	X			
GC00006710	cloud	X			
GC00007265	cloud	X			
GC00006711	cloud	E			
GC00004852	shell	C			
GC00006716	cloud	X			
GC00001641	shell	E			
GC00002008	shell	M			
GC00006717	cloud	X			
GC00003938	shell	X			
GC00006714	cloud	X			
GC00006715	cloud	X			
GC00004851	shell	X			
GC00007267	cloud	X			
GC00007266	cloud	X			
GC00003935	shell	X			
GC00003613	shell	X			
GC00000587	core	H			
GC00000953	core	E			
GC00004850	shell	X			
GC00003934	shell	X			
GC00003966	shell	X			
GC00003967	shell	X			
GC00003937	shell	S			
GC00004857	shell	X			
GC00002424	shell	S			
GC00001331	softcore	H			
GC00004856	shell	X			
GC00002009	shell	G	M		
GC00001052	core	Q			
GC00002425	shell	X			
GC00004855	shell	X			
GC00006240	cloud	E			
GC00001274	core	S			
GC00003617	shell	X			
GC00004854	shell	S			
GC00001316	core	E			
GC00003618	shell	X			
GC00000613	core	E			
GC00003619	shell	S			
GC00003968	shell	S			
GC00002330	shell	F			
GC00003969	shell	X			
GC00005703	cloud	X			
GC00005753	cloud	X			
GC00005752	cloud	X			
GC00001152	core	K			
GC00000950	core	L			
GC00003931	shell	X			
GC00000835	core	S			
GC00001050	core	F			
GC00006242	cloud	S			
GC00006243	cloud	X			
GC00003930	shell	K			
GC00006244	cloud	X			
GC00002332	shell	K			
GC00003933	shell	S			
GC00000747	core	U			
GC00002333	shell	X			
GC00003932	shell	S			
GC00002982	shell	C			
GC00002002	shell	G			
GC00001599	shell	X			
GC00006246	cloud	X			
GC00000804	core	O			
GC00000885	core	K			
GC00005750	cloud	X			
GC00005757	cloud	S			
GC00005756	cloud	X			
GC00002981	shell	X			
GC00005755	cloud	X			
GC00005754	cloud	X			
GC00005759	cloud	X			
GC00005758	cloud	X			
GC00001314	core	S			
GC00006051	cloud	V			
GC00006050	cloud	X			
GC00005429	shell	X			
GC00002980	shell	X			
GC00006575	cloud	X			
GC00006053	cloud	X			
GC00000612	core	E			
GC00006052	cloud	X			
GC00006055	cloud	X			
GC00006054	cloud	X			
GC00002338	shell	X			
GC00006057	cloud	X			
GC00006056	cloud	X			
GC00002987	shell	F			
GC00000834	core	L			
GC00007140	cloud	X			
GC00007141	cloud	X			
GC00001332	softcore	J			
GC00007142	cloud	X			
GC00000951	core	O	U		
GC00007143	cloud	X			
GC00002003	shell	C			
GC00007144	cloud	X			
GC00007145	cloud	X			
GC00007146	cloud	X			
GC00002986	shell	X			
GC00007147	cloud	X			
GC00007148	cloud	S			
GC00007149	cloud	X			
GC00001969	shell	X			
GC00003522	shell	X			
GC00001054	core	S			
GC00005944	cloud	X			
GC00001898	shell	C			
GC00005421	shell	X			
GC00001073	core	C			
GC00002511	shell	S			
GC00005420	shell	X			
GC00002984	shell	E			
GC00003523	shell	X			
GC00000837	core	X			
GC00001899	shell	C			
GC00000894	core	S			
GC00006248	cloud	X			
GC00006249	cloud	X			
GC00002459	shell	X			
GC00001962	shell	S			
GC00000974	core	U			
GC00003521	shell	X			
GC00005843	cloud	Z			
GC00005842	cloud	X			
GC00005841	cloud	X			
GC00005840	cloud	X			
GC00005847	cloud	X			
GC00002358	shell	S			
GC00005846	cloud	X			
GC00003526	shell	X			
GC00005845	cloud	X			
GC00002513	shell	L			
GC00005844	cloud	X			
GC00006267	cloud	X			
GC00002458	shell	X			
GC00003527	shell	X			
GC00001963	shell	X			
GC00002514	shell	X			
GC00002935	shell	L			
GC00001110	core	J			
GC00006674	cloud	X			
GC00004134	shell	X			
GC00005907	cloud	X			
GC00000806	core	V			
GC00000836	core	P			
GC00005425	shell	X			
GC00003997	shell	X			
GC00002359	shell	S			
GC00002989	shell	L			
GC00005424	shell	X			
GC00003524	shell	X			
GC00002515	shell	S			
GC00005427	shell	X			
GC00003996	shell	X			
GC00001720	shell	E			
GC00001312	core	C			
